model,k-shot,target,scope_id,kw_context,vl_propform,Q_type,acc
Qwen,10,Ver,2,0,1,Q_pos,0.36
Qwen,10,Verbe_support,2,0,1,Q_neg,1.0
Qwen,10,Verbe_support,1,0,1,Q_neg,0.95
Qwen,10,Verbe_support,1,0,1,Q_pos,0.2
Qwen,10,Verbe_support,2,0,1,Q_pos,0.19
Qwen,10,Verbes_causatifs,1,0,1,Q_neg,0.99
Qwen,10,Verbes_causatifs,3,0,1,Q_neg,0.95
Qwen,10,Verbes_causatifs,2,0,1,Q_neg,0.83
Qwen,10,Verbes_causatifs,3,0,1,Q_pos,0.2
Qwen,10,Verbes_causatifs,2,0,1,Q_pos,0.19
Qwen,10,Verbes_causatifs,1,0,1,Q_pos,0.1
Qwen,10,Verbes_de_phase,3,0,1,Q_neg,0.94
Qwen,10,Verbes_de_phase,1,0,1,Q_neg,0.91
Qwen,10,Verbes_de_phase,2,0,1,Q_neg,0.85
Qwen,10,Verbes_de_phase,2,0,1,Q_pos,0.32
Qwen,10,Verbes_de_phase,3,0,1,Q_pos,0.31
Qwen,10,Verbes_de_phase,1,0,1,Q_pos,0.3
Qwen,10,Vreal,3,0,1,Q_neg,0.9
Qwen,10,Vreal,1,0,1,Q_neg,0.83
Qwen,10,Vreal,2,0,1,Q_neg,0.75
Qwen,10,Vreal,3,0,1,Q_pos,0.48
Qwen,10,Vreal,2,0,1,Q_pos,0.42
Qwen,10,Vreal,1,0,1,Q_pos,0.25
