model,target,question_id,scope_id,kw_context,vl_propform,justify,k-shot,repeat_num,q_kw,q_vl,q_lf,expected,response
Qwen,Sres,65,4,0,0,1,10,1,arranger,arrangement,S_res,Oui,Oui
Qwen,Sres,65,4,0,0,1,10,2,arranger,arrangement,S_res,Oui,Oui
Qwen,Sres,65,4,0,0,1,10,3,arranger,arrangement,S_res,Oui,Oui
Qwen,Sres,65,4,0,0,1,10,4,arranger,arrangement,S_res,Oui,Oui
Qwen,Sres,65,4,0,0,1,10,5,arranger,arrangement,S_res,Oui,Oui
Qwen,Sres,66,4,0,0,1,10,1,tordre,torsion,S_res,Oui,Oui
Qwen,Sres,66,4,0,0,1,10,2,tordre,torsion,S_res,Oui,Oui
Qwen,Sres,66,4,0,0,1,10,3,tordre,torsion,S_res,Oui,Oui
Qwen,Sres,66,4,0,0,1,10,4,tordre,torsion,S_res,Oui,Oui
Qwen,Sres,66,4,0,0,1,10,5,tordre,torsion,S_res,Oui,Oui
Qwen,Sres,67,4,0,0,1,10,1,se brûler,brûlure,S_res,Oui,Oui
Qwen,Sres,67,4,0,0,1,10,2,se brûler,brûlure,S_res,Oui,Oui
Qwen,Sres,67,4,0,0,1,10,3,se brûler,brûlure,S_res,Oui,Oui
Qwen,Sres,67,4,0,0,1,10,4,se brûler,brûlure,S_res,Oui,Oui
Qwen,Sres,67,4,0,0,1,10,5,se brûler,brûlure,S_res,Oui,Oui
Qwen,Sres,68,4,0,0,1,10,1,cadrer,prise de vue,S_res,Oui,Non
Qwen,Sres,68,4,0,0,1,10,2,cadrer,prise de vue,S_res,Oui,Non
Qwen,Sres,68,4,0,0,1,10,3,cadrer,prise de vue,S_res,Oui,Non
Qwen,Sres,68,4,0,0,1,10,4,cadrer,prise de vue,S_res,Oui,Non
Qwen,Sres,68,4,0,0,1,10,5,cadrer,prise de vue,S_res,Oui,Non
Qwen,Sres,69,4,0,0,1,10,1,condamner,condamnation,S_res,Oui,Oui
Qwen,Sres,69,4,0,0,1,10,2,condamner,condamnation,S_res,Oui,Oui
Qwen,Sres,69,4,0,0,1,10,3,condamner,condamnation,S_res,Oui,Oui
Qwen,Sres,69,4,0,0,1,10,4,condamner,condamnation,S_res,Oui,Oui
Qwen,Sres,69,4,0,0,1,10,5,condamner,condamnation,S_res,Oui,Oui
Qwen,Sres,70,4,0,0,1,10,1,cadrer,photographie,S_res,Oui,Non
Qwen,Sres,70,4,0,0,1,10,2,cadrer,photographie,S_res,Oui,Non
Qwen,Sres,70,4,0,0,1,10,3,cadrer,photographie,S_res,Oui,Non
Qwen,Sres,70,4,0,0,1,10,4,cadrer,photographie,S_res,Oui,Non
Qwen,Sres,70,4,0,0,1,10,5,cadrer,photographie,S_res,Oui,Non
Qwen,Sres,71,4,0,0,1,10,1,animosité,avec animosité,Adv_1,Non,Non
Qwen,Sres,71,4,0,0,1,10,2,animosité,avec animosité,Adv_1,Non,Non
Qwen,Sres,71,4,0,0,1,10,3,animosité,avec animosité,Adv_1,Non,Non
Qwen,Sres,71,4,0,0,1,10,4,animosité,avec animosité,Adv_1,Non,Non
Qwen,Sres,71,4,0,0,1,10,5,animosité,avec animosité,Adv_1,Non,Non
Qwen,Sres,72,4,0,0,1,10,1,lecture,lectrice,S_1,Non,Non
Qwen,Sres,72,4,0,0,1,10,2,lecture,lectrice,S_1,Non,Non
Qwen,Sres,72,4,0,0,1,10,3,lecture,lectrice,S_1,Non,Non
Qwen,Sres,72,4,0,0,1,10,4,lecture,lectrice,S_1,Non,Non
Qwen,Sres,72,4,0,0,1,10,5,lecture,lectrice,S_1,Non,Non
Qwen,Sres,73,4,0,0,1,10,1,sport,terrain,S_loc,Non,Non
Qwen,Sres,73,4,0,0,1,10,2,sport,terrain,S_loc,Non,Non
Qwen,Sres,73,4,0,0,1,10,3,sport,terrain,S_loc,Non,Non
Qwen,Sres,73,4,0,0,1,10,4,sport,terrain,S_loc,Non,Non
Qwen,Sres,73,4,0,0,1,10,5,sport,terrain,S_loc,Non,Non
Qwen,Sres,74,4,0,0,1,10,1,amarante,amarante,S_0,Non,Non
Qwen,Sres,74,4,0,0,1,10,2,amarante,amarante,S_0,Non,Non
Qwen,Sres,74,4,0,0,1,10,3,amarante,amarante,S_0,Non,Non
Qwen,Sres,74,4,0,0,1,10,4,amarante,amarante,S_0,Non,Non
Qwen,Sres,74,4,0,0,1,10,5,amarante,amarante,S_0,Non,Non
Qwen,Sres,75,4,0,0,1,10,1,prendre à la gorge,suffoquer,Result_2,Non,Non
Qwen,Sres,75,4,0,0,1,10,2,prendre à la gorge,suffoquer,Result_2,Non,Non
Qwen,Sres,75,4,0,0,1,10,3,prendre à la gorge,suffoquer,Result_2,Non,Non
Qwen,Sres,75,4,0,0,1,10,4,prendre à la gorge,suffoquer,Result_2,Non,Non
Qwen,Sres,75,4,0,0,1,10,5,prendre à la gorge,suffoquer,Result_2,Non,Non
Qwen,Sres,76,4,0,0,1,10,1,s’expliquer,expliquer,Conv_21,Non,Non
Qwen,Sres,76,4,0,0,1,10,2,s’expliquer,expliquer,Conv_21,Non,Non
Qwen,Sres,76,4,0,0,1,10,3,s’expliquer,expliquer,Conv_21,Non,Non
Qwen,Sres,76,4,0,0,1,10,4,s’expliquer,expliquer,Conv_21,Non,Non
Qwen,Sres,76,4,0,0,1,10,5,s’expliquer,expliquer,Conv_21,Non,Non
Qwen,Sres,77,4,0,0,1,10,1,capillaire,capillaire,A_0,Non,Non
Qwen,Sres,77,4,0,0,1,10,2,capillaire,capillaire,A_0,Non,Non
Qwen,Sres,77,4,0,0,1,10,3,capillaire,capillaire,A_0,Non,Non
Qwen,Sres,77,4,0,0,1,10,4,capillaire,capillaire,A_0,Non,Non
Qwen,Sres,77,4,0,0,1,10,5,capillaire,capillaire,A_0,Non,Non
Qwen,Sres,78,4,0,0,1,10,1,composer,composer,Result_2,Non,Non
Qwen,Sres,78,4,0,0,1,10,2,composer,composer,Result_2,Non,Non
Qwen,Sres,78,4,0,0,1,10,3,composer,composer,Result_2,Non,Non
Qwen,Sres,78,4,0,0,1,10,4,composer,composer,Result_2,Non,Non
Qwen,Sres,78,4,0,0,1,10,5,composer,composer,Result_2,Non,Non
Qwen,Sres,79,4,0,0,1,10,1,clouer le bec,se taire,Result_2,Non,Non
Qwen,Sres,79,4,0,0,1,10,2,clouer le bec,se taire,Result_2,Non,Non
Qwen,Sres,79,4,0,0,1,10,3,clouer le bec,se taire,Result_2,Non,Non
Qwen,Sres,79,4,0,0,1,10,4,clouer le bec,se taire,Result_2,Non,Non
Qwen,Sres,79,4,0,0,1,10,5,clouer le bec,se taire,Result_2,Non,Non
Qwen,Sres,80,4,0,0,1,10,1,saint,saint,A_0,Non,Non
Qwen,Sres,80,4,0,0,1,10,2,saint,saint,A_0,Non,Non
Qwen,Sres,80,4,0,0,1,10,3,saint,saint,A_0,Non,Non
Qwen,Sres,80,4,0,0,1,10,4,saint,saint,A_0,Non,Non
Qwen,Sres,80,4,0,0,1,10,5,saint,saint,A_0,Non,Non
Qwen,Dérivation_adjectivale,1,1,0,0,1,10,1,menotte,menotté,A_2,Oui,Oui
Qwen,Dérivation_adjectivale,1,1,0,0,1,10,2,menotte,menotté,A_2,Oui,Oui
Qwen,Dérivation_adjectivale,1,1,0,0,1,10,3,menotte,menotté,A_2,Oui,Oui
Qwen,Dérivation_adjectivale,1,1,0,0,1,10,4,menotte,menotté,A_2,Oui,Oui
Qwen,Dérivation_adjectivale,1,1,0,0,1,10,5,menotte,menotté,A_2,Oui,Oui
Qwen,Dérivation_adjectivale,2,1,0,0,1,10,1,stérilité,stérile,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,2,1,0,0,1,10,2,stérilité,stérile,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,2,1,0,0,1,10,3,stérilité,stérile,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,2,1,0,0,1,10,4,stérilité,stérile,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,2,1,0,0,1,10,5,stérilité,stérile,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,3,1,0,0,1,10,1,utilement,utile,A_0,Oui,Oui
Qwen,Dérivation_adjectivale,3,1,0,0,1,10,2,utilement,utile,A_0,Oui,Oui
Qwen,Dérivation_adjectivale,3,1,0,0,1,10,3,utilement,utile,A_0,Oui,Oui
Qwen,Dérivation_adjectivale,3,1,0,0,1,10,4,utilement,utile,A_0,Oui,Oui
Qwen,Dérivation_adjectivale,3,1,0,0,1,10,5,utilement,utile,A_0,Oui,Oui
Qwen,Dérivation_adjectivale,4,1,0,0,1,10,1,bouclier humain,courageux,Qual_1,Oui,Non
Qwen,Dérivation_adjectivale,4,1,0,0,1,10,2,bouclier humain,courageux,Qual_1,Oui,Non
Qwen,Dérivation_adjectivale,4,1,0,0,1,10,3,bouclier humain,courageux,Qual_1,Oui,Non
Qwen,Dérivation_adjectivale,4,1,0,0,1,10,4,bouclier humain,courageux,Qual_1,Oui,Non
Qwen,Dérivation_adjectivale,4,1,0,0,1,10,5,bouclier humain,courageux,Qual_1,Oui,Non
Qwen,Dérivation_adjectivale,5,1,0,0,1,10,1,téléphone,téléphonique,A_0,Oui,Oui
Qwen,Dérivation_adjectivale,5,1,0,0,1,10,2,téléphone,téléphonique,A_0,Oui,Oui
Qwen,Dérivation_adjectivale,5,1,0,0,1,10,3,téléphone,téléphonique,A_0,Oui,Oui
Qwen,Dérivation_adjectivale,5,1,0,0,1,10,4,téléphone,téléphonique,A_0,Oui,Oui
Qwen,Dérivation_adjectivale,5,1,0,0,1,10,5,téléphone,téléphonique,A_0,Oui,Oui
Qwen,Dérivation_adjectivale,6,1,0,0,1,10,1,défaite,gagnant,A_2,Oui,Non
Qwen,Dérivation_adjectivale,6,1,0,0,1,10,2,défaite,gagnant,A_2,Oui,Non
Qwen,Dérivation_adjectivale,6,1,0,0,1,10,3,défaite,gagnant,A_2,Oui,Non
Qwen,Dérivation_adjectivale,6,1,0,0,1,10,4,défaite,gagnant,A_2,Oui,Non
Qwen,Dérivation_adjectivale,6,1,0,0,1,10,5,défaite,gagnant,A_2,Oui,Non
Qwen,Dérivation_adjectivale,7,1,0,0,1,10,1,livide,émotif,Qual_1,Oui,Non
Qwen,Dérivation_adjectivale,7,1,0,0,1,10,2,livide,émotif,Qual_1,Oui,Non
Qwen,Dérivation_adjectivale,7,1,0,0,1,10,3,livide,émotif,Qual_1,Oui,Non
Qwen,Dérivation_adjectivale,7,1,0,0,1,10,4,livide,émotif,Qual_1,Oui,Non
Qwen,Dérivation_adjectivale,7,1,0,0,1,10,5,livide,émotif,Qual_1,Oui,Non
Qwen,Dérivation_adjectivale,8,1,0,0,1,10,1,remplir,rempli,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,8,1,0,0,1,10,2,remplir,rempli,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,8,1,0,0,1,10,3,remplir,rempli,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,8,1,0,0,1,10,4,remplir,rempli,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,8,1,0,0,1,10,5,remplir,rempli,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,9,1,0,0,1,10,1,imminence,imminent,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,9,1,0,0,1,10,2,imminence,imminent,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,9,1,0,0,1,10,3,imminence,imminent,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,9,1,0,0,1,10,4,imminence,imminent,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,9,1,0,0,1,10,5,imminence,imminent,A_1,Oui,Oui
Qwen,Dérivation_adjectivale,10,1,0,0,1,10,1,ion,ionique,A_0,Oui,Non
Qwen,Dérivation_adjectivale,10,1,0,0,1,10,2,ion,ionique,A_0,Oui,Non
Qwen,Dérivation_adjectivale,10,1,0,0,1,10,3,ion,ionique,A_0,Oui,Non
Qwen,Dérivation_adjectivale,10,1,0,0,1,10,4,ion,ionique,A_0,Oui,Non
Qwen,Dérivation_adjectivale,10,1,0,0,1,10,5,ion,ionique,A_0,Oui,Non
Qwen,Dérivation_adjectivale,11,1,0,0,1,10,1,inauthentique,authentique,Anti,Non,Non
Qwen,Dérivation_adjectivale,11,1,0,0,1,10,2,inauthentique,authentique,Anti,Non,Non
Qwen,Dérivation_adjectivale,11,1,0,0,1,10,3,inauthentique,authentique,Anti,Non,Non
Qwen,Dérivation_adjectivale,11,1,0,0,1,10,4,inauthentique,authentique,Anti,Non,Non
Qwen,Dérivation_adjectivale,11,1,0,0,1,10,5,inauthentique,authentique,Anti,Non,Non
Qwen,Dérivation_adjectivale,12,1,0,0,1,10,1,se refermer,s’ouvrir,Anti,Non,Non
Qwen,Dérivation_adjectivale,12,1,0,0,1,10,2,se refermer,s’ouvrir,Anti,Non,Non
Qwen,Dérivation_adjectivale,12,1,0,0,1,10,3,se refermer,s’ouvrir,Anti,Non,Non
Qwen,Dérivation_adjectivale,12,1,0,0,1,10,4,se refermer,s’ouvrir,Anti,Non,Non
Qwen,Dérivation_adjectivale,12,1,0,0,1,10,5,se refermer,s’ouvrir,Anti,Non,Non
Qwen,Dérivation_adjectivale,13,1,0,0,1,10,1,corbeau,cheveu,S_1,Non,Non
Qwen,Dérivation_adjectivale,13,1,0,0,1,10,2,corbeau,cheveu,S_1,Non,Non
Qwen,Dérivation_adjectivale,13,1,0,0,1,10,3,corbeau,cheveu,S_1,Non,Non
Qwen,Dérivation_adjectivale,13,1,0,0,1,10,4,corbeau,cheveu,S_1,Non,Non
Qwen,Dérivation_adjectivale,13,1,0,0,1,10,5,corbeau,cheveu,S_1,Non,Non
Qwen,Dérivation_adjectivale,14,1,0,0,1,10,1,couvrir,se couvrir,Conv_21,Non,Non
Qwen,Dérivation_adjectivale,14,1,0,0,1,10,2,couvrir,se couvrir,Conv_21,Non,Non
Qwen,Dérivation_adjectivale,14,1,0,0,1,10,3,couvrir,se couvrir,Conv_21,Non,Non
Qwen,Dérivation_adjectivale,14,1,0,0,1,10,4,couvrir,se couvrir,Conv_21,Non,Non
Qwen,Dérivation_adjectivale,14,1,0,0,1,10,5,couvrir,se couvrir,Conv_21,Non,Non
Qwen,Dérivation_adjectivale,15,1,0,0,1,10,1,gendarme,gendarmette,Syn,Non,Non
Qwen,Dérivation_adjectivale,15,1,0,0,1,10,2,gendarme,gendarmette,Syn,Non,Non
Qwen,Dérivation_adjectivale,15,1,0,0,1,10,3,gendarme,gendarmette,Syn,Non,Non
Qwen,Dérivation_adjectivale,15,1,0,0,1,10,4,gendarme,gendarmette,Syn,Non,Non
Qwen,Dérivation_adjectivale,15,1,0,0,1,10,5,gendarme,gendarmette,Syn,Non,Non
Qwen,Dérivation_adjectivale,16,1,0,0,1,10,1,lessive,linge,S_2,Non,Non
Qwen,Dérivation_adjectivale,16,1,0,0,1,10,2,lessive,linge,S_2,Non,Non
Qwen,Dérivation_adjectivale,16,1,0,0,1,10,3,lessive,linge,S_2,Non,Non
Qwen,Dérivation_adjectivale,16,1,0,0,1,10,4,lessive,linge,S_2,Non,Non
Qwen,Dérivation_adjectivale,16,1,0,0,1,10,5,lessive,linge,S_2,Non,Non
Qwen,Dérivation_adjectivale,17,1,0,0,1,10,1,informatique,informatiquement,Adv_0,Non,Non
Qwen,Dérivation_adjectivale,17,1,0,0,1,10,2,informatique,informatiquement,Adv_0,Non,Non
Qwen,Dérivation_adjectivale,17,1,0,0,1,10,3,informatique,informatiquement,Adv_0,Non,Non
Qwen,Dérivation_adjectivale,17,1,0,0,1,10,4,informatique,informatiquement,Adv_0,Non,Non
Qwen,Dérivation_adjectivale,17,1,0,0,1,10,5,informatique,informatiquement,Adv_0,Non,Non
Qwen,Dérivation_adjectivale,18,1,0,0,1,10,1,coucher,se coucher,Result_2,Non,Non
Qwen,Dérivation_adjectivale,18,1,0,0,1,10,2,coucher,se coucher,Result_2,Non,Non
Qwen,Dérivation_adjectivale,18,1,0,0,1,10,3,coucher,se coucher,Result_2,Non,Non
Qwen,Dérivation_adjectivale,18,1,0,0,1,10,4,coucher,se coucher,Result_2,Non,Non
Qwen,Dérivation_adjectivale,18,1,0,0,1,10,5,coucher,se coucher,Result_2,Non,Non
Qwen,Dérivation_adjectivale,19,1,0,0,1,10,1,adroit,adroitement,Adv_0,Non,Non
Qwen,Dérivation_adjectivale,19,1,0,0,1,10,2,adroit,adroitement,Adv_0,Non,Non
Qwen,Dérivation_adjectivale,19,1,0,0,1,10,3,adroit,adroitement,Adv_0,Non,Non
Qwen,Dérivation_adjectivale,19,1,0,0,1,10,4,adroit,adroitement,Adv_0,Non,Non
Qwen,Dérivation_adjectivale,19,1,0,0,1,10,5,adroit,adroitement,Adv_0,Non,Non
Qwen,Dérivation_adjectivale,20,1,0,0,1,10,1,interagir,interaction,S_0,Non,Non
Qwen,Dérivation_adjectivale,20,1,0,0,1,10,2,interagir,interaction,S_0,Non,Non
Qwen,Dérivation_adjectivale,20,1,0,0,1,10,3,interagir,interaction,S_0,Non,Non
Qwen,Dérivation_adjectivale,20,1,0,0,1,10,4,interagir,interaction,S_0,Non,Non
Qwen,Dérivation_adjectivale,20,1,0,0,1,10,5,interagir,interaction,S_0,Non,Non
Qwen,A0,1,1,0,0,1,10,1,Suède,suédois,A_0,Oui,Oui
Qwen,A0,1,1,0,0,1,10,2,Suède,suédois,A_0,Oui,Oui
Qwen,A0,1,1,0,0,1,10,3,Suède,suédois,A_0,Oui,Oui
Qwen,A0,1,1,0,0,1,10,4,Suède,suédois,A_0,Oui,Oui
Qwen,A0,1,1,0,0,1,10,5,Suède,suédois,A_0,Oui,Oui
Qwen,A0,2,1,0,0,1,10,1,Grande-Bretagne,britannique,A_0,Oui,Non
Qwen,A0,2,1,0,0,1,10,2,Grande-Bretagne,britannique,A_0,Oui,Non
Qwen,A0,2,1,0,0,1,10,3,Grande-Bretagne,britannique,A_0,Oui,Non
Qwen,A0,2,1,0,0,1,10,4,Grande-Bretagne,britannique,A_0,Oui,Non
Qwen,A0,2,1,0,0,1,10,5,Grande-Bretagne,britannique,A_0,Oui,Non
Qwen,A0,3,1,0,0,1,10,1,ingratement,ingrat,A_0,Oui,Non
Qwen,A0,3,1,0,0,1,10,2,ingratement,ingrat,A_0,Oui,Oui
Qwen,A0,3,1,0,0,1,10,3,ingratement,ingrat,A_0,Oui,Non
Qwen,A0,3,1,0,0,1,10,4,ingratement,ingrat,A_0,Oui,Non
Qwen,A0,3,1,0,0,1,10,5,ingratement,ingrat,A_0,Oui,Oui
Qwen,A0,4,1,0,0,1,10,1,tragédie,tragique,A_0,Oui,Non
Qwen,A0,4,1,0,0,1,10,2,tragédie,tragique,A_0,Oui,Non
Qwen,A0,4,1,0,0,1,10,3,tragédie,tragique,A_0,Oui,Non
Qwen,A0,4,1,0,0,1,10,4,tragédie,tragique,A_0,Oui,Non
Qwen,A0,4,1,0,0,1,10,5,tragédie,tragique,A_0,Oui,Non
Qwen,A0,5,1,0,0,1,10,1,famille,familial,A_0,Oui,Oui
Qwen,A0,5,1,0,0,1,10,2,famille,familial,A_0,Oui,Oui
Qwen,A0,5,1,0,0,1,10,3,famille,familial,A_0,Oui,Oui
Qwen,A0,5,1,0,0,1,10,4,famille,familial,A_0,Oui,Oui
Qwen,A0,5,1,0,0,1,10,5,famille,familial,A_0,Oui,Oui
Qwen,A0,6,1,0,0,1,10,1,cancer,cancéreux,A_0,Oui,Oui
Qwen,A0,6,1,0,0,1,10,2,cancer,cancéreux,A_0,Oui,Oui
Qwen,A0,6,1,0,0,1,10,3,cancer,cancéreux,A_0,Oui,Oui
Qwen,A0,6,1,0,0,1,10,4,cancer,cancéreux,A_0,Oui,Oui
Qwen,A0,6,1,0,0,1,10,5,cancer,cancéreux,A_0,Oui,Oui
Qwen,A0,7,1,0,0,1,10,1,vilainement,vil,A_0,Oui,Non
Qwen,A0,7,1,0,0,1,10,2,vilainement,vil,A_0,Oui,Non
Qwen,A0,7,1,0,0,1,10,3,vilainement,vil,A_0,Oui,Non
Qwen,A0,7,1,0,0,1,10,4,vilainement,vil,A_0,Oui,Non
Qwen,A0,7,1,0,0,1,10,5,vilainement,vil,A_0,Oui,Non
Qwen,A0,8,1,0,0,1,10,1,bronchite,bronchiteux,A_0,Oui,Non
Qwen,A0,8,1,0,0,1,10,2,bronchite,bronchiteux,A_0,Oui,Non
Qwen,A0,8,1,0,0,1,10,3,bronchite,bronchiteux,A_0,Oui,Non
Qwen,A0,8,1,0,0,1,10,4,bronchite,bronchiteux,A_0,Oui,Non
Qwen,A0,8,1,0,0,1,10,5,bronchite,bronchiteux,A_0,Oui,Non
Qwen,A0,9,1,0,0,1,10,1,mammifère,mammalien,A_0,Oui,Oui
Qwen,A0,9,1,0,0,1,10,2,mammifère,mammalien,A_0,Oui,Oui
Qwen,A0,9,1,0,0,1,10,3,mammifère,mammalien,A_0,Oui,Oui
Qwen,A0,9,1,0,0,1,10,4,mammifère,mammalien,A_0,Oui,Oui
Qwen,A0,9,1,0,0,1,10,5,mammifère,mammalien,A_0,Oui,Oui
Qwen,A0,10,1,0,0,1,10,1,athlétisme,athlétique,A_0,Oui,Oui
Qwen,A0,10,1,0,0,1,10,2,athlétisme,athlétique,A_0,Oui,Oui
Qwen,A0,10,1,0,0,1,10,3,athlétisme,athlétique,A_0,Oui,Oui
Qwen,A0,10,1,0,0,1,10,4,athlétisme,athlétique,A_0,Oui,Oui
Qwen,A0,10,1,0,0,1,10,5,athlétisme,athlétique,A_0,Oui,Oui
Qwen,A0,11,1,0,0,1,10,1,victoire,vaincu,A_2,Non,Non
Qwen,A0,11,1,0,0,1,10,2,victoire,vaincu,A_2,Non,Non
Qwen,A0,11,1,0,0,1,10,3,victoire,vaincu,A_2,Non,Non
Qwen,A0,11,1,0,0,1,10,4,victoire,vaincu,A_2,Non,Non
Qwen,A0,11,1,0,0,1,10,5,victoire,vaincu,A_2,Non,Non
Qwen,A0,12,1,0,0,1,10,1,importance,important,A_1,Non,Non
Qwen,A0,12,1,0,0,1,10,2,importance,important,A_1,Non,Non
Qwen,A0,12,1,0,0,1,10,3,importance,important,A_1,Non,Non
Qwen,A0,12,1,0,0,1,10,4,importance,important,A_1,Non,Non
Qwen,A0,12,1,0,0,1,10,5,importance,important,A_1,Non,Non
Qwen,A0,13,1,0,0,1,10,1,zèle,plein,A_1,Non,Non
Qwen,A0,13,1,0,0,1,10,2,zèle,plein,A_1,Non,Non
Qwen,A0,13,1,0,0,1,10,3,zèle,plein,A_1,Non,Non
Qwen,A0,13,1,0,0,1,10,4,zèle,plein,A_1,Non,Non
Qwen,A0,13,1,0,0,1,10,5,zèle,plein,A_1,Non,Non
Qwen,A0,14,1,0,0,1,10,1,vents,à vents,A_2,Non,Non
Qwen,A0,14,1,0,0,1,10,2,vents,à vents,A_2,Non,Non
Qwen,A0,14,1,0,0,1,10,3,vents,à vents,A_2,Non,Non
Qwen,A0,14,1,0,0,1,10,4,vents,à vents,A_2,Non,Non
Qwen,A0,14,1,0,0,1,10,5,vents,à vents,A_2,Non,Non
Qwen,A0,15,1,0,0,1,10,1,hépatique,hépatique,A_1,Non,Non
Qwen,A0,15,1,0,0,1,10,2,hépatique,hépatique,A_1,Non,Non
Qwen,A0,15,1,0,0,1,10,3,hépatique,hépatique,A_1,Non,Non
Qwen,A0,15,1,0,0,1,10,4,hépatique,hépatique,A_1,Non,Non
Qwen,A0,15,1,0,0,1,10,5,hépatique,hépatique,A_1,Non,Non
Qwen,A0,16,1,0,0,1,10,1,cousu main,cousu main,A_2,Non,Non
Qwen,A0,16,1,0,0,1,10,2,cousu main,cousu main,A_2,Non,Non
Qwen,A0,16,1,0,0,1,10,3,cousu main,cousu main,A_2,Non,Non
Qwen,A0,16,1,0,0,1,10,4,cousu main,cousu main,A_2,Non,Non
Qwen,A0,16,1,0,0,1,10,5,cousu main,cousu main,A_2,Non,Non
Qwen,A0,17,1,0,0,1,10,1,ostentation,frimeur,Qual_1,Non,Non
Qwen,A0,17,1,0,0,1,10,2,ostentation,frimeur,Qual_1,Non,Non
Qwen,A0,17,1,0,0,1,10,3,ostentation,frimeur,Qual_1,Non,Non
Qwen,A0,17,1,0,0,1,10,4,ostentation,frimeur,Qual_1,Non,Non
Qwen,A0,17,1,0,0,1,10,5,ostentation,frimeur,Qual_1,Non,Non
Qwen,A0,18,1,0,0,1,10,1,sarcasme,ironique,Qual_1,Non,Non
Qwen,A0,18,1,0,0,1,10,2,sarcasme,ironique,Qual_1,Non,Non
Qwen,A0,18,1,0,0,1,10,3,sarcasme,ironique,Qual_1,Non,Non
Qwen,A0,18,1,0,0,1,10,4,sarcasme,ironique,Qual_1,Non,Non
Qwen,A0,18,1,0,0,1,10,5,sarcasme,ironique,Qual_1,Non,Non
Qwen,A0,19,1,0,0,1,10,1,collaboration,traître,Qual_1,Non,Non
Qwen,A0,19,1,0,0,1,10,2,collaboration,traître,Qual_1,Non,Non
Qwen,A0,19,1,0,0,1,10,3,collaboration,traître,Qual_1,Non,Non
Qwen,A0,19,1,0,0,1,10,4,collaboration,traître,Qual_1,Non,Non
Qwen,A0,19,1,0,0,1,10,5,collaboration,traître,Qual_1,Non,Non
Qwen,A0,20,1,0,0,1,10,1,exister,existant,A_1,Non,Non
Qwen,A0,20,1,0,0,1,10,2,exister,existant,A_1,Non,Non
Qwen,A0,20,1,0,0,1,10,3,exister,existant,A_1,Non,Non
Qwen,A0,20,1,0,0,1,10,4,exister,existant,A_1,Non,Non
Qwen,A0,20,1,0,0,1,10,5,exister,existant,A_1,Non,Non
Qwen,A0,21,2,0,0,1,10,1,Suède,suédois,A_0,Oui,Oui
Qwen,A0,21,2,0,0,1,10,2,Suède,suédois,A_0,Oui,Oui
Qwen,A0,21,2,0,0,1,10,3,Suède,suédois,A_0,Oui,Oui
Qwen,A0,21,2,0,0,1,10,4,Suède,suédois,A_0,Oui,Oui
Qwen,A0,21,2,0,0,1,10,5,Suède,suédois,A_0,Oui,Oui
Qwen,A0,22,2,0,0,1,10,1,Grande-Bretagne,britannique,A_0,Oui,Non
Qwen,A0,22,2,0,0,1,10,2,Grande-Bretagne,britannique,A_0,Oui,Non
Qwen,A0,22,2,0,0,1,10,3,Grande-Bretagne,britannique,A_0,Oui,Non
Qwen,A0,22,2,0,0,1,10,4,Grande-Bretagne,britannique,A_0,Oui,Non
Qwen,A0,22,2,0,0,1,10,5,Grande-Bretagne,britannique,A_0,Oui,Non
Qwen,A0,23,2,0,0,1,10,1,ingratement,ingrat,A_0,Oui,Oui
Qwen,A0,23,2,0,0,1,10,2,ingratement,ingrat,A_0,Oui,Oui
Qwen,A0,23,2,0,0,1,10,3,ingratement,ingrat,A_0,Oui,Oui
Qwen,A0,23,2,0,0,1,10,4,ingratement,ingrat,A_0,Oui,Oui
Qwen,A0,23,2,0,0,1,10,5,ingratement,ingrat,A_0,Oui,Oui
Qwen,A0,24,2,0,0,1,10,1,tragédie,tragique,A_0,Oui,Non
Qwen,A0,24,2,0,0,1,10,2,tragédie,tragique,A_0,Oui,Oui
Qwen,A0,24,2,0,0,1,10,3,tragédie,tragique,A_0,Oui,Non
Qwen,A0,24,2,0,0,1,10,4,tragédie,tragique,A_0,Oui,Non
Qwen,A0,24,2,0,0,1,10,5,tragédie,tragique,A_0,Oui,Oui
Qwen,A0,25,2,0,0,1,10,1,famille,familial,A_0,Oui,Oui
Qwen,A0,25,2,0,0,1,10,2,famille,familial,A_0,Oui,Oui
Qwen,A0,25,2,0,0,1,10,3,famille,familial,A_0,Oui,Oui
Qwen,A0,25,2,0,0,1,10,4,famille,familial,A_0,Oui,Oui
Qwen,A0,25,2,0,0,1,10,5,famille,familial,A_0,Oui,Oui
